RECORDED = 2022-01-14--13:07:11
radicl VERSION = 0.5.1
FIRMWARE REVISION = 1.46
HARDWARE REVISION = 1
MODEL NUMBER = 3
SAMPLE RATE = 16000
Sensor2,Sensor3,force
110,2365,30.867947011051
112,2366,5.483998552503181
111,2367,13.958501446242735
114,2369,18.190794653339253
112,2368,13.958501446242735
115,2369,9.722905681919656
112,2364,39.30303060918959
111,2366,9.722905681919656
109,2368,9.722905681919656
115,2366,35.08711806888459
112,2366,22.419794111250667
113,2368,22.419794111250667
112,2365,26.64550862782926
112,2370,5.483998552503181
112,2370,9.722905681919656
112,2366,18.190794653339253
111,2368,9.722905681919656
113,2367,5.483998552503181
110,2366,13.958501446242735
113,2369,18.190794653339253
113,2369,13.958501446242735
114,2369,1.2417712500027847
113,2366,22.419794111250667
113,2366,30.867947011051
113,2366,22.419794111250667
112,2368,30.867947011051
110,2366,5.483998552503181
113,2366,13.958501446242735
112,2365,30.867947011051
111,2363,30.867947011051
115,2363,47.725115369168634
114,2364,64.53057022875146
111,2369,-7.2526791059353855
116,2366,35.08711806888459
114,2370,-3.003785033492022
114,2358,85.46552547000465
112,2381,-71.39261426438316
112,2368,22.419794111250667
112,2374,-37.08913557023334
115,2369,35.08711806888459
112,2372,-20.019476136250887
113,2350,135.38992647429404
113,2379,-71.39261426438316
113,2366,30.867947011051
109,2346,213.54556837596465
110,2381,-71.39261426438316
112,2371,-3.003785033492022
112,2352,151.93313380343898
114,2382,-80.00309493891109
113,2372,-7.2526791059353855
112,2352,135.38992647429404
112,2375,-140.67199478613475
113,2382,-80.00309493891109
112,2373,-3.003785033492022
114,2355,102.15668601573998
114,2340,64.53057022875146
114,2388,-105.91873078126082
111,2390,-114.58557554666913
112,2371,-145.0323486969719
110,2366,77.10106349568377
113,2366,22.419794111250667
114,2368,9.722905681919656
112,2366,30.867947011051
112,2367,35.08711806888459
112,2367,5.483998552503181
111,2368,13.958501446242735
113,2366,18.190794653339253
117,2369,-3.003785033492022
114,2365,18.190794653339253
112,2372,9.722905681919656
113,2363,30.867947011051
114,2366,18.190794653339253
112,2366,18.190794653339253
115,2365,30.867947011051
112,2366,22.419794111250667
113,2369,5.483998552503181
112,2365,22.419794111250667
114,2368,18.190794653339253
112,2368,9.722905681919656
115,2365,35.08711806888459
113,2367,22.419794111250667
113,2363,18.190794653339253
114,2366,22.419794111250667
116,2369,13.958501446242735
112,2366,35.08711806888459
115,2368,18.190794653339253
113,2362,30.867947011051
114,2367,26.64550862782926
111,2365,5.483998552503181
112,2368,30.867947011051
113,2368,13.958501446242735
113,2366,22.419794111250667
113,2367,30.867947011051
113,2366,26.64550862782926
114,2368,13.958501446242735
113,2365,39.30303060918959
113,2366,18.190794653339253
112,2363,13.958501446242735
111,2370,26.64550862782926
112,2367,13.958501446242735
112,2366,22.419794111250667
114,2364,26.64550862782926
114,2364,13.958501446242735
111,2368,18.190794653339253
112,2366,18.190794653339253
111,2366,9.722905681919656
112,2365,13.958501446242735
111,2367,13.958501446242735
114,2368,26.64550862782926
113,2366,26.64550862782926
113,2368,13.958501446242735
115,2364,51.93130520470004
113,2368,18.190794653339253
111,2363,13.958501446242735
113,2368,13.958501446242735
112,2365,13.958501446242735
110,2366,13.958501446242735
110,2368,9.722905681919656
113,2367,22.419794111250667
111,2368,26.64550862782926
113,2366,22.419794111250667
114,2364,22.419794111250667
113,2365,13.958501446242735
112,2364,13.958501446242735
112,2365,22.419794111250667
115,2365,26.64550862782926
111,2365,18.190794653339253
113,2368,22.419794111250667
113,2368,9.722905681919656
112,2366,1.2417712500027847
111,2367,30.867947011051
110,2366,18.190794653339253
114,2367,26.64550862782926
113,2366,22.419794111250667
110,2366,13.958501446242735
114,2369,5.483998552503181
114,2366,18.190794653339253
113,2368,18.190794653339253
114,2365,30.867947011051
115,2367,13.958501446242735
112,2364,18.190794653339253
112,2368,13.958501446242735
112,2368,18.190794653339253
115,2366,5.483998552503181
112,2368,9.722905681919656
112,2368,26.64550862782926
112,2368,9.722905681919656
112,2368,18.190794653339253
112,2368,13.958501446242735
113,2368,13.958501446242735
112,2366,26.64550862782926
112,2368,18.190794653339253
112,2365,13.958501446242735
112,2368,9.722905681919656
112,2368,13.958501446242735
112,2367,22.419794111250667
112,2364,22.419794111250667
113,2368,22.419794111250667
110,2369,5.483998552503181
112,2368,18.190794653339253
110,2370,18.190794653339253
110,2367,9.722905681919656
112,2370,13.958501446242735
112,2365,22.419794111250667
113,2366,26.64550862782926
112,2369,9.722905681919656
115,2368,35.08711806888459
113,2367,22.419794111250667
114,2366,18.190794653339253
112,2367,13.958501446242735
112,2368,9.722905681919656
114,2366,30.867947011051
111,2364,1.2417712500027847
112,2368,9.722905681919656
114,2369,18.190794653339253
111,2366,13.958501446242735
111,2366,9.722905681919656
114,2366,13.958501446242735
112,2368,5.483998552503181
113,2366,18.190794653339253
115,2367,30.867947011051
112,2367,5.483998552503181
114,2366,26.64550862782926
113,2367,13.958501446242735
112,2366,26.64550862782926
114,2366,35.08711806888459
113,2366,22.419794111250667
113,2367,18.190794653339253
109,2365,26.64550862782926
114,2367,22.419794111250667
111,2368,9.722905681919656
109,2367,13.958501446242735
111,2368,18.190794653339253
111,2366,30.867947011051
110,2367,18.190794653339253
113,2367,22.419794111250667
112,2366,18.190794653339253
111,2368,9.722905681919656
113,2365,35.08711806888459
110,2368,9.722905681919656
113,2368,13.958501446242735
111,2367,18.190794653339253
111,2366,18.190794653339253
112,2366,30.867947011051
112,2367,1.2417712500027847
112,2367,13.958501446242735
112,2370,18.190794653339253
114,2368,22.419794111250667
113,2369,-11.504919775223243
113,2366,47.725115369168634
111,2366,1.2417712500027847
112,2363,13.958501446242735
114,2367,30.867947011051
113,2365,13.958501446242735
114,2365,51.93130520470004
112,2365,5.483998552503181
113,2366,18.190794653339253
111,2366,22.419794111250667
113,2366,22.419794111250667
112,2369,9.722905681919656
111,2368,26.64550862782926
110,2370,5.483998552503181
112,2365,9.722905681919656
111,2366,26.64550862782926
113,2365,9.722905681919656
114,2366,43.51569343997835
114,2368,13.958501446242735
115,2364,18.190794653339253
114,2370,18.190794653339253
114,2366,13.958501446242735
111,2365,30.867947011051
112,2366,22.419794111250667
113,2364,13.958501446242735
114,2365,35.08711806888459
115,2367,13.958501446242735
112,2365,22.419794111250667
112,2366,9.722905681919656
111,2368,1.2417712500027847
116,2370,18.190794653339253
111,2367,13.958501446242735
113,2366,22.419794111250667
111,2368,26.64550862782926
112,2369,5.483998552503181
113,2364,18.190794653339253
112,2366,26.64550862782926
112,2366,9.722905681919656
110,2366,26.64550862782926
113,2369,9.722905681919656
112,2369,18.190794653339253
113,2367,22.419794111250667
114,2366,18.190794653339253
114,2368,18.190794653339253
110,2367,18.190794653339253
113,2370,18.190794653339253
111,2369,-7.2526791059353855
112,2369,18.190794653339253
113,2367,13.958501446242735
111,2365,22.419794111250667
113,2366,18.190794653339253
112,2367,22.419794111250667
113,2368,18.190794653339253
114,2367,22.419794111250667
113,2368,26.64550862782926
114,2368,18.190794653339253
112,2363,30.867947011051
111,2366,26.64550862782926
111,2367,13.958501446242735
112,2367,22.419794111250667
114,2363,30.867947011051
115,2368,9.722905681919656
115,2364,26.64550862782926
113,2366,9.722905681919656
114,2365,18.190794653339253
114,2366,35.08711806888459
112,2367,13.958501446242735
112,2364,26.64550862782926
114,2370,9.722905681919656
112,2369,18.190794653339253
112,2367,26.64550862782926
112,2367,22.419794111250667
114,2364,18.190794653339253
112,2369,18.190794653339253
112,2368,13.958501446242735
113,2366,13.958501446242735
111,2366,22.419794111250667
113,2366,18.190794653339253
112,2365,18.190794653339253
111,2367,30.867947011051
112,2366,22.419794111250667
115,2368,30.867947011051
112,2366,22.419794111250667
112,2366,18.190794653339253
114,2367,35.08711806888459
112,2366,18.190794653339253
112,2365,35.08711806888459
112,2368,13.958501446242735
112,2365,13.958501446242735
115,2368,5.483998552503181
111,2366,5.483998552503181
112,2366,1.2417712500027847
114,2363,30.867947011051
113,2367,18.190794653339253
112,2365,13.958501446242735
114,2368,22.419794111250667
113,2367,22.419794111250667
116,2368,35.08711806888459
112,2368,18.190794653339253
112,2364,35.08711806888459
114,2366,13.958501446242735
111,2364,13.958501446242735
111,2366,30.867947011051
111,2369,13.958501446242735
112,2366,35.08711806888459
112,2368,9.722905681919656
112,2367,22.419794111250667
113,2366,13.958501446242735
116,2368,35.08711806888459
114,2366,18.190794653339253
113,2367,39.30303060918959
113,2367,13.958501446242735
115,2366,30.867947011051
111,2365,22.419794111250667
114,2366,18.190794653339253
115,2366,39.30303060918959
112,2366,18.190794653339253
112,2367,18.190794653339253
110,2366,26.64550862782926
114,2366,13.958501446242735
114,2370,13.958501446242735
111,2367,1.2417712500027847
114,2368,26.64550862782926
113,2366,13.958501446242735
113,2368,18.190794653339253
112,2367,18.190794653339253
111,2366,30.867947011051
112,2368,13.958501446242735
114,2369,9.722905681919656
113,2362,18.190794653339253
113,2366,1.2417712500027847
114,2366,43.51569343997835
114,2366,18.190794653339253
111,2367,18.190794653339253
112,2367,26.64550862782926
112,2366,18.190794653339253
112,2368,22.419794111250667
113,2365,13.958501446242735
112,2365,18.190794653339253
113,2367,22.419794111250667
112,2365,39.30303060918959
113,2367,13.958501446242735
113,2365,26.64550862782926
112,2368,22.419794111250667
114,2368,-7.2526791059353855
110,2366,9.722905681919656
113,2369,1.2417712500027847
112,2368,9.722905681919656
110,2367,9.722905681919656
113,2368,18.190794653339253
112,2366,18.190794653339253
112,2367,18.190794653339253
111,2367,30.867947011051
114,2367,22.419794111250667
113,2368,9.722905681919656
114,2369,22.419794111250667
112,2369,9.722905681919656
114,2364,18.190794653339253
113,2363,13.958501446242735
113,2366,1.2417712500027847
111,2367,26.64550862782926
112,2367,9.722905681919656
112,2366,26.64550862782926
114,2368,13.958501446242735
112,2367,18.190794653339253
112,2366,18.190794653339253
111,2368,9.722905681919656
113,2368,22.419794111250667
112,2366,22.419794111250667
112,2366,9.722905681919656
113,2366,22.419794111250667
112,2367,26.64550862782926
113,2368,26.64550862782926
112,2368,18.190794653339253
112,2368,1.2417712500027847
110,2368,9.722905681919656
111,2368,13.958501446242735
113,2367,13.958501446242735
113,2368,1.2417712500027847
112,2368,22.419794111250667
113,2368,1.2417712500027847
113,2367,18.190794653339253
112,2366,18.190794653339253
113,2366,30.867947011051
114,2366,22.419794111250667
113,2368,9.722905681919656
112,2366,26.64550862782926
112,2366,9.722905681919656
112,2367,9.722905681919656
115,2368,22.419794111250667
113,2365,13.958501446242735
113,2367,22.419794111250667
114,2366,13.958501446242735
118,2368,9.722905681919656
112,2366,9.722905681919656
114,2366,35.08711806888459
112,2366,13.958501446242735
112,2364,26.64550862782926
111,2367,13.958501446242735
112,2366,22.419794111250667
111,2366,18.190794653339253
113,2366,9.722905681919656
112,2367,13.958501446242735
114,2368,26.64550862782926
110,2367,22.419794111250667
111,2367,9.722905681919656
112,2366,22.419794111250667
114,2369,9.722905681919656
112,2366,18.190794653339253
112,2366,18.190794653339253
113,2368,13.958501446242735
113,2366,9.722905681919656
113,2367,22.419794111250667
112,2365,22.419794111250667
112,2365,30.867947011051
113,2369,13.958501446242735
113,2369,26.64550862782926
112,2366,9.722905681919656
112,2363,30.867947011051
115,2366,22.419794111250667
114,2366,30.867947011051
114,2366,13.958501446242735
113,2367,43.51569343997835
114,2369,5.483998552503181
114,2363,22.419794111250667
113,2368,18.190794653339253
110,2367,5.483998552503181
112,2370,30.867947011051
113,2366,22.419794111250667
114,2364,22.419794111250667
115,2366,18.190794653339253
113,2369,13.958501446242735
113,2368,30.867947011051
112,2366,18.190794653339253
112,2370,18.190794653339253
111,2367,22.419794111250667
115,2368,22.419794111250667
113,2366,9.722905681919656
113,2366,18.190794653339253
113,2365,30.867947011051
117,2365,18.190794653339253
112,2365,30.867947011051
114,2366,18.190794653339253
111,2365,13.958501446242735
114,2370,-3.003785033492022
113,2363,9.722905681919656
114,2368,18.190794653339253
112,2365,-3.003785033492022
110,2366,18.190794653339253
114,2367,13.958501446242735
114,2366,18.190794653339253
115,2368,18.190794653339253
114,2368,13.958501446242735
114,2365,13.958501446242735
113,2366,35.08711806888459
112,2363,18.190794653339253
114,2366,18.190794653339253
114,2366,22.419794111250667
113,2365,26.64550862782926
112,2368,9.722905681919656
114,2368,1.2417712500027847
112,2366,18.190794653339253
114,2366,18.190794653339253
112,2367,13.958501446242735
113,2367,13.958501446242735
113,2367,13.958501446242735
112,2366,22.419794111250667
114,2364,13.958501446242735
112,2368,30.867947011051
113,2370,1.2417712500027847
113,2363,39.30303060918959
114,2367,9.722905681919656
114,2365,26.64550862782926
114,2366,22.419794111250667
113,2364,9.722905681919656
114,2369,18.190794653339253
114,2368,18.190794653339253
112,2366,18.190794653339253
114,2368,30.867947011051
114,2366,30.867947011051
112,2366,26.64550862782926
114,2368,5.483998552503181
113,2367,22.419794111250667
114,2366,22.419794111250667
114,2369,22.419794111250667
115,2364,18.190794653339253
112,2366,30.867947011051
115,2370,9.722905681919656
113,2366,18.190794653339253
112,2369,13.958501446242735
111,2367,18.190794653339253
114,2369,5.483998552503181
112,2366,22.419794111250667
112,2366,18.190794653339253
112,2370,9.722905681919656
112,2367,18.190794653339253
111,2368,5.483998552503181
112,2368,13.958501446242735
111,2364,18.190794653339253
114,2368,18.190794653339253
114,2367,39.30303060918959
114,2367,22.419794111250667
114,2363,13.958501446242735
114,2369,22.419794111250667
110,2367,13.958501446242735
112,2367,30.867947011051
113,2368,13.958501446242735
114,2368,5.483998552503181
113,2366,18.190794653339253
116,2366,18.190794653339253
114,2367,30.867947011051
115,2366,1.2417712500027847
113,2366,35.08711806888459
112,2366,26.64550862782926
110,2367,18.190794653339253
116,2365,13.958501446242735
114,2366,43.51569343997835
115,2366,18.190794653339253
114,2365,30.867947011051
113,2368,13.958501446242735
113,2364,22.419794111250667
113,2367,35.08711806888459
113,2364,22.419794111250667
116,2368,22.419794111250667
114,2366,22.419794111250667
116,2364,18.190794653339253
114,2368,30.867947011051
114,2365,22.419794111250667
112,2368,13.958501446242735
113,2367,13.958501446242735
113,2366,18.190794653339253
113,2365,13.958501446242735
114,2370,22.419794111250667
113,2366,26.64550862782926
114,2366,26.64550862782926
112,2368,30.867947011051
112,2365,9.722905681919656
112,2367,13.958501446242735
112,2366,22.419794111250667
112,2366,26.64550862782926
113,2370,30.867947011051
111,2367,26.64550862782926
112,2366,9.722905681919656
117,2369,9.722905681919656
112,2367,22.419794111250667
114,2366,13.958501446242735
112,2367,18.190794653339253
114,2362,18.190794653339253
116,2368,18.190794653339253
113,2368,13.958501446242735
111,2370,35.08711806888459
112,2363,13.958501446242735
113,2366,18.190794653339253
111,2367,13.958501446242735
113,2367,22.419794111250667
113,2362,18.190794653339253
113,2369,-3.003785033492022
114,2367,35.08711806888459
112,2368,18.190794653339253
112,2366,18.190794653339253
111,2366,9.722905681919656
114,2368,9.722905681919656
112,2366,30.867947011051
113,2365,18.190794653339253
115,2366,30.867947011051
112,2366,18.190794653339253
112,2367,22.419794111250667
114,2367,22.419794111250667
112,2366,13.958501446242735
113,2370,13.958501446242735
114,2366,22.419794111250667
112,2368,18.190794653339253
112,2370,9.722905681919656
114,2366,26.64550862782926
113,2367,22.419794111250667
114,2363,22.419794111250667
113,2368,30.867947011051
116,2368,5.483998552503181
114,2366,22.419794111250667
114,2366,18.190794653339253
112,2365,5.483998552503181
112,2366,18.190794653339253
114,2367,18.190794653339253
114,2368,13.958501446242735
112,2366,26.64550862782926
113,2369,13.958501446242735
112,2368,22.419794111250667
115,2366,51.93130520470004
115,2365,18.190794653339253
114,2364,22.419794111250667
115,2367,18.190794653339253
112,2368,18.190794653339253
112,2365,22.419794111250667
112,2367,13.958501446242735
115,2365,22.419794111250667
112,2368,26.64550862782926
111,2368,13.958501446242735
113,2364,22.419794111250667
114,2365,35.08711806888459
113,2365,22.419794111250667
111,2366,30.867947011051
113,2365,13.958501446242735
116,2364,35.08711806888459
114,2367,26.64550862782926
112,2365,18.190794653339253
115,2366,30.867947011051
114,2367,22.419794111250667
114,2363,30.867947011051
114,2366,26.64550862782926
113,2363,30.867947011051
112,2368,18.190794653339253
112,2367,13.958501446242735
114,2367,13.958501446242735
114,2365,18.190794653339253
116,2370,18.190794653339253
111,2366,9.722905681919656
116,2366,35.08711806888459
115,2366,18.190794653339253
114,2366,26.64550862782926
114,2369,18.190794653339253
114,2366,22.419794111250667
115,2367,26.64550862782926
116,2368,9.722905681919656
115,2366,18.190794653339253
114,2368,18.190794653339253
111,2366,22.419794111250667
114,2368,22.419794111250667
114,2367,26.64550862782926
111,2369,22.419794111250667
114,2368,18.190794653339253
114,2369,13.958501446242735
114,2366,22.419794111250667
114,2365,30.867947011051
112,2368,9.722905681919656
115,2365,13.958501446242735
116,2369,18.190794653339253
113,2368,22.419794111250667
113,2368,18.190794653339253
116,2368,13.958501446242735
115,2368,5.483998552503181
110,2365,13.958501446242735
113,2368,22.419794111250667
112,2368,26.64550862782926
116,2368,35.08711806888459
114,2365,13.958501446242735
114,2366,18.190794653339253
113,2367,18.190794653339253
115,2366,13.958501446242735
115,2366,30.867947011051
114,2365,26.64550862782926
114,2365,26.64550862782926
116,2371,22.419794111250667
113,2366,13.958501446242735
113,2366,35.08711806888459
114,2366,9.722905681919656
114,2364,13.958501446242735
115,2368,18.190794653339253
112,2369,13.958501446242735
113,2364,18.190794653339253
114,2367,30.867947011051
114,2367,5.483998552503181
112,2366,9.722905681919656
113,2366,30.867947011051
110,2368,18.190794653339253
114,2365,26.64550862782926
113,2366,22.419794111250667
112,2364,26.64550862782926
114,2370,1.2417712500027847
116,2367,18.190794653339253
113,2366,18.190794653339253
112,2368,9.722905681919656
114,2364,18.190794653339253
112,2365,13.958501446242735
112,2367,13.958501446242735
112,2365,13.958501446242735
116,2368,30.867947011051
114,2369,5.483998552503181
114,2366,18.190794653339253
114,2367,18.190794653339253
113,2365,22.419794111250667
113,2366,30.867947011051
113,2368,13.958501446242735
114,2365,22.419794111250667
115,2370,5.483998552503181
114,2365,9.722905681919656
114,2368,18.190794653339253
112,2370,5.483998552503181
113,2366,22.419794111250667
114,2370,5.483998552503181
114,2368,18.190794653339253
115,2367,22.419794111250667
114,2365,35.08711806888459
112,2368,26.64550862782926
114,2364,22.419794111250667
115,2368,30.867947011051
114,2366,18.190794653339253
112,2366,35.08711806888459
113,2366,26.64550862782926
115,2363,26.64550862782926
112,2366,13.958501446242735
112,2368,22.419794111250667
117,2367,30.867947011051
113,2366,26.64550862782926
115,2364,18.190794653339253
114,2366,30.867947011051
113,2367,13.958501446242735
114,2367,30.867947011051
114,2367,18.190794653339253
115,2366,22.419794111250667
113,2366,13.958501446242735
115,2368,30.867947011051
115,2366,18.190794653339253
115,2365,30.867947011051
112,2370,9.722905681919656
112,2366,18.190794653339253
113,2368,13.958501446242735
114,2368,22.419794111250667
113,2370,5.483998552503181
114,2368,18.190794653339253
112,2367,18.190794653339253
114,2368,13.958501446242735
112,2366,18.190794653339253
113,2366,18.190794653339253
114,2366,30.867947011051
112,2368,18.190794653339253
114,2363,22.419794111250667
113,2370,22.419794111250667
113,2365,22.419794111250667
109,2368,26.64550862782926
114,2370,5.483998552503181
114,2369,22.419794111250667
112,2368,22.419794111250667
115,2362,18.190794653339253
113,2366,30.867947011051
113,2368,5.483998552503181
114,2369,39.30303060918959
113,2366,1.2417712500027847
113,2366,9.722905681919656
115,2369,5.483998552503181
113,2368,26.64550862782926
112,2368,9.722905681919656
114,2363,30.867947011051
112,2367,13.958501446242735
113,2367,13.958501446242735
112,2365,13.958501446242735
111,2368,5.483998552503181
115,2367,22.419794111250667
112,2369,13.958501446242735
115,2366,26.64550862782926
113,2365,30.867947011051
114,2366,18.190794653339253
113,2368,26.64550862782926
113,2366,18.190794653339253
112,2365,26.64550862782926
112,2368,13.958501446242735
115,2364,22.419794111250667
113,2370,18.190794653339253
113,2366,9.722905681919656
112,2366,35.08711806888459
114,2366,30.867947011051
116,2366,30.867947011051
115,2365,26.64550862782926
116,2368,5.483998552503181
115,2365,39.30303060918959
114,2367,18.190794653339253
114,2366,18.190794653339253
113,2366,18.190794653339253
113,2367,22.419794111250667
106,2367,26.64550862782926
115,2369,22.419794111250667
116,2367,30.867947011051
113,2368,13.958501446242735
116,2370,1.2417712500027847
115,2366,30.867947011051
113,2366,9.722905681919656
116,2363,30.867947011051
111,2367,13.958501446242735
115,2365,18.190794653339253
117,2369,26.64550862782926
114,2368,22.419794111250667
115,2366,1.2417712500027847
115,2368,18.190794653339253
114,2369,18.190794653339253
116,2367,39.30303060918959
112,2369,18.190794653339253
115,2364,22.419794111250667
115,2366,22.419794111250667
112,2368,13.958501446242735
112,2368,13.958501446242735
112,2368,22.419794111250667
113,2364,9.722905681919656
114,2365,13.958501446242735
117,2365,26.64550862782926
114,2368,5.483998552503181
114,2366,30.867947011051
114,2368,18.190794653339253
113,2368,9.722905681919656
115,2366,26.64550862782926
115,2365,26.64550862782926
114,2367,30.867947011051
112,2367,18.190794653339253
117,2366,13.958501446242735
113,2366,22.419794111250667
114,2368,18.190794653339253
114,2368,30.867947011051
114,2368,5.483998552503181
113,2367,13.958501446242735
113,2367,13.958501446242735
114,2368,26.64550862782926
115,2368,13.958501446242735
112,2368,22.419794111250667
113,2368,22.419794111250667
114,2367,9.722905681919656
112,2368,13.958501446242735
113,2368,18.190794653339253
113,2366,22.419794111250667
113,2370,13.958501446242735
113,2367,9.722905681919656
112,2368,18.190794653339253
115,2369,22.419794111250667
116,2365,22.419794111250667
113,2365,26.64550862782926
113,2366,-7.2526791059353855
115,2365,22.419794111250667
116,2366,26.64550862782926
114,2366,22.419794111250667
117,2367,22.419794111250667
116,2364,22.419794111250667
116,2364,18.190794653339253
114,2368,30.867947011051
114,2365,22.419794111250667
114,2365,39.30303060918959
115,2368,18.190794653339253
113,2365,18.190794653339253
117,2361,47.725115369168634
114,2369,5.483998552503181
114,2366,1.2417712500027847
114,2363,30.867947011051
113,2366,13.958501446242735
115,2364,18.190794653339253
114,2369,13.958501446242735
114,2367,9.722905681919656
114,2369,1.2417712500027847
116,2365,18.190794653339253
114,2368,18.190794653339253
116,2368,18.190794653339253
113,2368,18.190794653339253
113,2368,9.722905681919656
113,2369,13.958501446242735
113,2369,9.722905681919656
112,2366,22.419794111250667
115,2368,18.190794653339253
114,2362,30.867947011051
114,2370,26.64550862782926
113,2366,9.722905681919656
113,2374,-32.81663035290694
115,2362,56.134271754512156
113,2370,5.483998552503181
113,2364,39.30303060918959
114,2363,39.30303060918959
113,2370,-11.504919775223243
113,2366,18.190794653339253
114,2371,-3.003785033492022
112,2355,97.98859428484138
115,2372,-24.281809443840757
115,2352,143.66758916095569
114,2373,-24.281809443840757
117,2358,97.98859428484138
113,2375,-37.08913557023334
117,2354,143.66758916095569
113,2384,-92.94506045950402
115,2383,-110.25037417024578
114,2377,-28.547524580069876
114,2368,30.867947011051
115,2350,156.0613838779609
114,2383,-75.69611083967902
112,2375,5.483998552503181
113,2352,151.93313380343898
117,2379,-62.79604845376889
114,2379,-41.365049040017766
116,2369,-101.59063657177467
117,2364,-7.2526791059353855
113,2367,26.64550862782926
115,2366,30.867947011051
113,2368,30.867947011051
112,2370,9.722905681919656
114,2370,13.958501446242735
113,2366,5.483998552503181
112,2368,18.190794653339253
118,2370,5.483998552503181
112,2367,18.190794653339253
113,2370,9.722905681919656
115,2365,30.867947011051
113,2368,9.722905681919656
114,2367,13.958501446242735
115,2368,22.419794111250667
115,2369,9.722905681919656
116,2368,9.722905681919656
114,2364,13.958501446242735
114,2366,26.64550862782926
115,2368,30.867947011051
111,2370,5.483998552503181
112,2366,13.958501446242735
112,2368,18.190794653339253
113,2368,5.483998552503181
115,2368,9.722905681919656
115,2367,26.64550862782926
114,2366,1.2417712500027847
114,2366,30.867947011051
114,2372,9.722905681919656
115,2367,30.867947011051
112,2367,18.190794653339253
114,2368,22.419794111250667
116,2367,26.64550862782926
114,2368,22.419794111250667
115,2365,18.190794653339253
115,2366,22.419794111250667
114,2367,30.867947011051
114,2367,22.419794111250667
116,2366,13.958501446242735
114,2369,22.419794111250667
114,2368,30.867947011051
112,2368,9.722905681919656
114,2367,18.190794653339253
113,2367,30.867947011051
114,2367,13.958501446242735
114,2367,13.958501446242735
116,2368,18.190794653339253
114,2366,26.64550862782926
115,2366,35.08711806888459
116,2366,30.867947011051
115,2366,26.64550862782926
113,2366,13.958501446242735
112,2366,18.190794653339253
114,2366,13.958501446242735
117,2368,22.419794111250667
113,2367,13.958501446242735
113,2368,30.867947011051
113,2369,30.867947011051
114,2368,9.722905681919656
114,2365,22.419794111250667
116,2366,13.958501446242735
113,2367,9.722905681919656
113,2366,26.64550862782926
112,2368,30.867947011051
114,2364,26.64550862782926
114,2368,18.190794653339253
114,2366,9.722905681919656
112,2371,18.190794653339253
114,2368,35.08711806888459
114,2366,13.958501446242735
114,2366,35.08711806888459
115,2367,9.722905681919656
114,2364,22.419794111250667
115,2366,26.64550862782926
112,2368,5.483998552503181
114,2366,47.725115369168634
116,2367,13.958501446242735
116,2364,18.190794653339253
116,2366,26.64550862782926
114,2366,30.867947011051
116,2365,43.51569343997835
113,2366,30.867947011051
114,2368,18.190794653339253
116,2363,22.419794111250667
112,2365,18.190794653339253
114,2367,13.958501446242735
114,2368,30.867947011051
115,2369,5.483998552503181
115,2366,26.64550862782926
117,2366,18.190794653339253
115,2363,9.722905681919656
112,2367,13.958501446242735
115,2367,22.419794111250667
115,2365,13.958501446242735
116,2365,26.64550862782926
113,2368,5.483998552503181
114,2369,30.867947011051
114,2368,26.64550862782926
114,2370,9.722905681919656
118,2369,13.958501446242735
113,2368,22.419794111250667
116,2368,18.190794653339253
114,2366,18.190794653339253
112,2368,5.483998552503181
115,2366,26.64550862782926
113,2368,30.867947011051
114,2368,18.190794653339253
115,2366,9.722905681919656
113,2368,18.190794653339253
114,2370,18.190794653339253
113,2367,9.722905681919656
113,2368,9.722905681919656
114,2364,43.51569343997835
114,2366,30.867947011051
115,2369,18.190794653339253
116,2368,13.958501446242735
113,2368,18.190794653339253
116,2368,18.190794653339253
115,2366,30.867947011051
115,2366,18.190794653339253
113,2367,22.419794111250667
115,2368,18.190794653339253
114,2367,22.419794111250667
121,2366,18.190794653339253
114,2369,18.190794653339253
112,2366,18.190794653339253
114,2369,13.958501446242735
114,2369,13.958501446242735
115,2366,9.722905681919656
114,2368,26.64550862782926
113,2368,18.190794653339253
113,2368,9.722905681919656
113,2367,22.419794111250667
113,2368,9.722905681919656
114,2364,22.419794111250667
115,2368,18.190794653339253
115,2368,13.958501446242735
114,2366,30.867947011051
115,2367,18.190794653339253
114,2366,22.419794111250667
112,2368,13.958501446242735
114,2370,-3.003785033492022
113,2369,18.190794653339253
114,2368,18.190794653339253
112,2370,9.722905681919656
117,2368,26.64550862782926
116,2366,13.958501446242735
115,2366,18.190794653339253
117,2365,22.419794111250667
116,2365,18.190794653339253
114,2367,39.30303060918959
115,2366,22.419794111250667
114,2366,26.64550862782926
110,2369,9.722905681919656
115,2370,1.2417712500027847
113,2368,22.419794111250667
115,2368,18.190794653339253
116,2366,35.08711806888459
114,2368,9.722905681919656
116,2366,22.419794111250667
116,2368,22.419794111250667
115,2369,18.190794653339253
115,2365,9.722905681919656
113,2365,30.867947011051
114,2366,22.419794111250667
114,2365,18.190794653339253
115,2365,30.867947011051
112,2368,9.722905681919656
117,2365,13.958501446242735
116,2365,22.419794111250667
116,2366,18.190794653339253
114,2368,30.867947011051
115,2367,18.190794653339253
115,2366,13.958501446242735
115,2366,13.958501446242735
114,2366,9.722905681919656
115,2368,5.483998552503181
113,2368,26.64550862782926
115,2366,18.190794653339253
114,2370,39.30303060918959
113,2370,9.722905681919656
115,2367,18.190794653339253
