RECORDED = 2022-02-01--13:16:49
radicl VERSION = 0.5.1
FIRMWARE REVISION = 1.46
HARDWARE REVISION = 1
MODEL NUMBER = 3
SAMPLE RATE = 16000
ZPFO = 70
time,Sensor3,acceleration
0.0,2470.0,-0.99852
6.250216300397993e-05,2467.0,-0.9985132919254658
0.0001250043260079,2470.0,-0.9985065838509316
0.0001875064890119,2472.0,-0.9984998757763974
0.0002500086520159,2468.0,-0.9984931677018634
0.0003125108150198,2471.0,-0.9984864596273292
0.0003750129780238,2469.0,-0.998479751552795
0.0004375151410278,2470.0,-0.9984730434782608
0.0005000173040318,2472.0,-0.9984663354037266
0.0005625194670358,2472.0,-0.9984596273291924
0.0006250216300397,2472.0,-0.9984529192546584
0.0006875237930437,2472.0,-0.9984462111801242
0.0007500259560477,2471.0,-0.99843950310559
0.0008125281190517,2470.0,-0.998432795031056
0.0008750302820557,2475.0,-0.9984260869565216
0.0009375324450596,2471.0,-0.9984193788819876
0.0010000346080636,2472.0,-0.9984126708074532
0.0010625367710676,2470.0,-0.9984059627329191
0.0011250389340716,2468.0,-0.9983992546583852
0.0011875410970756,2470.0,-0.9983925465838508
0.0012500432600795,2469.0,-0.9983858385093168
0.0013125454230835,2471.0,-0.9983791304347824
0.0013750475860875,2472.0,-0.9983724223602484
0.0014375497490915,2470.0,-0.9983657142857142
0.0015000519120955,2472.0,-0.99835900621118
0.0015625540750994,2470.0,-0.998352298136646
0.0016250562381034,2468.0,-0.9983455900621118
0.0016875584011074,2469.0,-0.9983388819875776
0.0017500605641114,2471.0,-0.9983321739130434
0.0018125627271154,2470.0,-0.9983254658385092
0.0018750648901193,2472.0,-0.998318757763975
0.0019375670531233,2469.0,-0.998312049689441
0.0020000692161273,2470.0,-0.9983053416149068
0.0020625713791313,2472.0,-0.9982986335403726
0.0021250735421353,2470.0,-0.9982919254658384
0.0021875757051392,2472.0,-0.9982852173913044
0.0022500778681432,2467.0,-0.99827850931677
0.0023125800311472,2470.0,-0.998271801242236
0.0023750821941512,2471.0,-0.9982650931677018
0.0024375843571552,2468.0,-0.9982583850931676
0.0025000865201591,2469.0,-0.9982516770186336
0.0025625886831631,2470.0,-0.9982449689440992
0.0026250908461671,2470.0,-0.9982382608695652
0.0026875930091711,2471.0,-0.998231552795031
0.0027500951721751,2471.0,-0.9982248447204968
0.002812597335179,2471.0,-0.9982181366459628
0.002875099498183,2468.0,-0.9982114285714284
0.002937601661187,2472.0,-0.9982047204968943
0.003000103824191,2472.0,-0.9981980124223602
0.003062605987195,2470.0,-0.998191304347826
0.0031251081501989,2472.0,-0.9981845962732918
0.0031876103132029,2472.0,-0.9981778881987576
0.0032501124762069,2470.0,-0.9981711801242236
0.0033126146392109,2470.0,-0.9981644720496894
0.0033751168022149,2472.0,-0.9981577639751552
0.0034376189652188,2470.0,-0.998151055900621
0.0035001211282228,2473.0,-0.9981443478260869
0.0035626232912268,2470.0,-0.9981376397515528
0.0036251254542308,2471.0,-0.9981309316770186
0.0036876276172348,2472.0,-0.9981242236024844
0.0037501297802387,2469.0,-0.9981175155279502
0.0038126319432427,2471.0,-0.998110807453416
0.0038751341062467,2469.0,-0.998104099378882
0.0039376362692507,2472.0,-0.9980973913043476
0.0040001384322547,2471.0,-0.9980906832298136
0.0040626405952586,2472.0,-0.9980839751552796
0.0041251427582626,2470.0,-0.9980772670807452
0.0041876449212666,2470.0,-0.9980705590062112
0.0042501470842706,2470.0,-0.9980638509316768
0.0043126492472746,2469.0,-0.9980571428571428
0.0043751514102785,2471.0,-0.9980504347826086
0.0044376535732825,2468.0,-0.9980437267080744
